lead_id,source,course_interested,city,budget_range,lead_score,first_contact_date,response_time_hours,num_follow_ups,converted,conversion_date,revenue
LD16081,Instagram Ads,Python for Data Analysis,Ahmedabad,15k-30k,54,2025-12-20,6.7,3,N,,0
LD16082,Google Ads,Power BI & Tableau,Kolkata,<15k,55,2026-02-03,10.3,3,N,,0
LD16083,Google Ads,Data Science Bootcamp,Hyderabad,<15k,9,2025-11-24,18.8,3,N,,0
LD16084,Google Ads,Digital Marketing,Mumbai,<15k,69,2026-06-18,42.0,1,N,,0
LD16085,Instagram Ads,Data Science Bootcamp,Chennai,15k-30k,32,2026-07-15,9.0,4,N,,0
LD16086,Google Ads,Full Stack Development,Mumbai,15k-30k,53,2026-07-17,16.7,6,N,,0
LD16087,Google Ads,Full Stack Development,Hyderabad,50k+,54,2026-02-02,40.0,3,N,,0
LD16088,Organic Search,Business Analytics,Ahmedabad,15k-30k,72,2025-12-13,37.4,4,Y,2025-12-19,22932
LD16089,Organic Search,Full Stack Development,Bengaluru,50k+,0,2026-03-16,7.5,7,N,,0
LD16090,Organic Search,Digital Marketing,Mumbai,15k-30k,48,2026-05-17,8.2,2,N,,0
LD16091,Google Ads,Data Science Bootcamp,Chennai,30k-50k,38,2026-01-05,17.5,3,N,,0
LD16092,Organic Search,Power BI & Tableau,Kolkata,<15k,60,2026-04-04,14.3,2,Y,2026-04-07,11778
LD16093,Referral,Digital Marketing,Pune,<15k,70,2025-11-27,25.5,4,N,,0
LD16094,Referral,Digital Marketing,Delhi NCR,30k-50k,26,2026-04-06,0.8,5,N,,0
LD16095,Organic Search,Python for Data Analysis,Delhi NCR,15k-30k,45,2025-11-03,5.2,3,N,,0
LD16096,Referral,Data Science Bootcamp,Kolkata,<15k,41,2025-12-29,9.9,1,N,,0
LD16097,Referral,Digital Marketing,Mumbai,<15k,56,2025-12-22,10.8,6,N,,0
LD16098,Instagram Ads,Full Stack Development,Delhi NCR,30k-50k,66,2026-01-15,2.7,1,N,,0
LD16099,Instagram Ads,Data Science Bootcamp,Kolkata,50k+,83,2026-07-04,55.8,4,N,,0
LD16100,Google Ads,Data Science Bootcamp,Ahmedabad,50k+,76,2026-03-26,8.7,3,N,,0
LD16101,Walk-in,Full Stack Development,Pune,<15k,75,2026-07-23,36.7,5,N,,0
LD16102,Google Ads,Full Stack Development,Bengaluru,30k-50k,27,2025-11-26,13.2,8,N,,0
LD16103,Organic Search,Power BI & Tableau,Kolkata,<15k,41,2025-12-28,20.9,5,N,,0
LD16104,Organic Search,Python for Data Analysis,Hyderabad,15k-30k,76,2026-03-17,0.2,4,N,,0
LD16105,LinkedIn,Digital Marketing,Ahmedabad,<15k,42,2026-05-12,14.5,2,N,,0
LD16106,Google Ads,Digital Marketing,Hyderabad,50k+,55,2026-02-08,20.9,0,N,,0
LD16107,Organic Search,Business Analytics,Pune,30k-50k,15,2026-04-09,0.2,3,N,,0
LD16108,Instagram Ads,Python for Data Analysis,Delhi NCR,50k+,67,2026-02-28,36.0,5,N,,0
LD16109,Instagram Ads,Power BI & Tableau,Mumbai,50k+,67,2026-07-19,13.1,3,Y,2026-07-22,63296
LD16110,Instagram Ads,Full Stack Development,Ahmedabad,50k+,61,2025-12-19,8.5,1,Y,2025-12-22,69761
LD16111,Instagram Ads,Digital Marketing,Delhi NCR,50k+,20,2026-02-04,1.2,4,N,,0
LD16112,Referral,Full Stack Development,Chennai,<15k,50,2026-02-11,37.3,2,N,,0
LD16113,Instagram Ads,Digital Marketing,Chennai,30k-50k,5,2025-12-28,44.5,2,N,,0
LD16114,LinkedIn,Full Stack Development,Hyderabad,<15k,39,2026-01-01,27.3,3,N,,0
LD16115,Instagram Ads,Data Science Bootcamp,Pune,15k-30k,39,2025-11-30,33.5,1,N,,0
LD16116,Google Ads,Data Science Bootcamp,Chennai,50k+,66,2026-07-26,32.8,2,N,,0
LD16117,Organic Search,Business Analytics,Bengaluru,50k+,45,2025-12-03,9.4,5,N,,0
LD16118,Instagram Ads,Digital Marketing,Hyderabad,<15k,57,2025-11-30,7.3,2,N,,0
LD16119,Google Ads,Python for Data Analysis,Kolkata,<15k,63,2025-12-07,3.3,6,N,,0
LD16120,Organic Search,Full Stack Development,Mumbai,<15k,36,2026-05-27,25.3,3,N,,0
LD16121,Google Ads,Power BI & Tableau,Mumbai,50k+,78,2026-05-11,9.5,3,Y,2026-05-16,69564
LD16122,Instagram Ads,Python for Data Analysis,Mumbai,30k-50k,59,2026-04-01,5.8,2,N,,0
LD16123,Instagram Ads,Python for Data Analysis,Hyderabad,15k-30k,13,2025-11-11,0.8,3,N,,0
LD16124,Instagram Ads,Power BI & Tableau,Chennai,30k-50k,68,2026-01-28,11.0,4,N,,0
LD16125,LinkedIn,Digital Marketing,Kolkata,<15k,100,2025-12-01,90.6,3,N,,0
LD16126,Walk-in,Python for Data Analysis,Bengaluru,<15k,86,2026-01-16,28.9,5,N,,0
LD16127,Google Ads,Data Science Bootcamp,Pune,30k-50k,68,2026-04-12,13.9,1,N,,0
LD16128,Google Ads,Digital Marketing,Pune,30k-50k,82,2026-01-24,2.8,2,Y,2026-01-26,41712
LD16129,LinkedIn,Data Science Bootcamp,Kolkata,30k-50k,49,2026-07-24,25.2,2,N,,0
LD16130,Google Ads,Python for Data Analysis,Kolkata,30k-50k,39,2026-03-01,7.2,4,Y,2026-03-07,42567
LD16131,Google Ads,Python for Data Analysis,Kolkata,50k+,58,2026-03-31,32.7,5,N,,0
LD16132,Walk-in,Data Science Bootcamp,Kolkata,30k-50k,47,2026-01-18,5.7,2,N,,0
LD16133,LinkedIn,Digital Marketing,Bengaluru,15k-30k,67,2026-06-21,29.9,4,N,,0
LD16134,Organic Search,Digital Marketing,Kolkata,30k-50k,68,2025-12-21,4.3,5,N,,0
LD16135,Referral,Digital Marketing,Ahmedabad,50k+,29,2025-11-19,37.6,5,N,,0
LD16136,Google Ads,Digital Marketing,Ahmedabad,<15k,50,2026-06-17,58.0,3,N,,0
LD16137,Google Ads,Digital Marketing,Mumbai,30k-50k,75,2026-03-09,17.3,1,N,,0
LD16138,Walk-in,Business Analytics,Kolkata,<15k,13,2026-05-04,38.9,2,N,,0
LD16139,Referral,Business Analytics,Chennai,15k-30k,63,2025-12-18,7.9,1,N,,0
LD16140,LinkedIn,Digital Marketing,Kolkata,50k+,50,2026-07-30,19.4,5,N,,0
LD16141,Referral,Business Analytics,Kolkata,15k-30k,62,2026-03-14,30.1,2,N,,0
LD16142,Organic Search,Digital Marketing,Bengaluru,30k-50k,42,2025-11-28,3.2,4,N,,0
LD16143,Instagram Ads,Data Science Bootcamp,Chennai,50k+,30,2026-02-27,7.3,3,N,,0
LD16144,Google Ads,Power BI & Tableau,Mumbai,30k-50k,73,2026-04-28,4.1,4,N,,0
LD16145,Walk-in,Data Science Bootcamp,Kolkata,<15k,99,2025-11-23,16.7,2,N,,0
LD16146,Referral,Business Analytics,Hyderabad,15k-30k,80,2025-12-09,18.7,2,N,,0
LD16147,LinkedIn,Business Analytics,Delhi NCR,15k-30k,32,2026-02-17,25.6,0,N,,0
LD16148,Referral,Business Analytics,Kolkata,50k+,63,2026-04-10,34.4,1,N,,0
LD16149,LinkedIn,Python for Data Analysis,Delhi NCR,50k+,81,2025-11-27,11.0,1,N,,0
LD16150,Instagram Ads,Python for Data Analysis,Chennai,15k-30k,56,2026-07-10,22.0,1,N,,0
LD16151,Instagram Ads,Power BI & Tableau,Kolkata,<15k,60,2026-07-24,31.8,6,N,,0
LD16152,Instagram Ads,Data Science Bootcamp,Hyderabad,<15k,33,2025-11-17,1.9,5,N,,0
LD16153,Walk-in,Business Analytics,Hyderabad,30k-50k,94,2026-07-24,0.8,2,N,,0
LD16154,Instagram Ads,Data Science Bootcamp,Delhi NCR,30k-50k,36,2026-01-31,15.6,2,N,,0
LD16155,Instagram Ads,Power BI & Tableau,Bengaluru,50k+,51,2026-04-11,7.7,5,Y,2026-04-19,66352
LD16156,Instagram Ads,Data Science Bootcamp,Hyderabad,<15k,71,2026-07-28,57.9,3,N,,0
LD16157,Organic Search,Python for Data Analysis,Ahmedabad,50k+,66,2025-12-03,15.1,3,N,,0
LD16158,Organic Search,Full Stack Development,Pune,50k+,90,2026-06-16,7.6,2,Y,2026-06-24,69232
LD16159,Instagram Ads,Business Analytics,Pune,<15k,56,2026-05-16,22.0,1,N,,0
LD16160,Organic Search,Power BI & Tableau,Ahmedabad,30k-50k,48,2026-01-15,5.3,1,Y,2026-01-27,37944
LD16161,Google Ads,Data Science Bootcamp,Ahmedabad,30k-50k,66,2026-05-13,7.6,3,N,,0
LD16162,Instagram Ads,Business Analytics,Delhi NCR,50k+,54,2026-04-07,14.0,2,N,,0
LD16163,Google Ads,Business Analytics,Hyderabad,50k+,53,2026-01-13,26.8,5,N,,0
LD16164,Organic Search,Business Analytics,Pune,<15k,74,2026-06-03,17.6,4,N,,0
LD16165,Instagram Ads,Data Science Bootcamp,Delhi NCR,15k-30k,59,2026-04-24,3.6,2,N,,0
LD16166,Instagram Ads,Business Analytics,Chennai,50k+,26,2026-02-17,42.7,3,N,,0
LD16167,Google Ads,Business Analytics,Chennai,50k+,90,2026-03-09,25.1,3,N,,0
LD16168,Organic Search,Full Stack Development,Bengaluru,50k+,61,2026-04-13,15.8,6,Y,2026-05-01,62025
LD16169,Instagram Ads,Python for Data Analysis,Pune,30k-50k,78,2026-02-18,4.9,1,N,,0
LD16170,Google Ads,Digital Marketing,Pune,30k-50k,51,2026-03-12,1.5,3,N,,0
LD16171,Instagram Ads,Digital Marketing,Hyderabad,15k-30k,49,2026-01-15,13.3,1,N,,0
LD16172,LinkedIn,Full Stack Development,Chennai,15k-30k,21,2026-05-28,40.1,5,N,,0
LD16173,LinkedIn,Digital Marketing,Delhi NCR,30k-50k,32,2025-11-29,16.7,8,N,,0
LD16174,Instagram Ads,Data Science Bootcamp,Kolkata,<15k,24,2026-01-07,16.1,5,N,,0
LD16175,Google Ads,Digital Marketing,Chennai,30k-50k,55,2026-03-15,8.5,5,Y,2026-03-30,43863
LD16176,Google Ads,Digital Marketing,Chennai,50k+,47,2026-04-20,10.8,3,N,,0
LD16177,Referral,Full Stack Development,Mumbai,15k-30k,48,2025-12-06,14.6,6,N,,0
LD16178,Google Ads,Data Science Bootcamp,Pune,<15k,64,2025-11-27,1.0,4,Y,2025-12-06,12064
LD16179,Referral,Business Analytics,Ahmedabad,15k-30k,35,2025-11-14,23.2,3,N,,0
LD16180,LinkedIn,Digital Marketing,Hyderabad,50k+,72,2025-11-18,8.9,3,N,,0
LD16181,Instagram Ads,Python for Data Analysis,Kolkata,50k+,82,2026-05-04,11.8,5,N,,0
LD16182,Google Ads,Business Analytics,Delhi NCR,15k-30k,35,2026-07-23,1.1,3,N,,0
LD16183,Instagram Ads,Full Stack Development,Ahmedabad,15k-30k,41,2026-02-12,6.2,2,N,,0
LD16184,Referral,Business Analytics,Mumbai,<15k,67,2026-05-04,7.5,2,Y,2026-05-08,11034
LD16185,Google Ads,Power BI & Tableau,Pune,50k+,73,2025-12-11,0.2,3,Y,2025-12-15,70378
LD16186,Organic Search,Data Science Bootcamp,Chennai,50k+,79,2026-04-18,25.7,5,N,,0
LD16187,Referral,Full Stack Development,Bengaluru,<15k,32,2025-11-26,1.3,4,N,,0
LD16188,Organic Search,Data Science Bootcamp,Mumbai,50k+,45,2025-11-20,38.7,2,N,,0
LD16189,LinkedIn,Data Science Bootcamp,Chennai,30k-50k,88,2026-05-24,11.1,3,Y,2026-07-11,38263
LD16190,Referral,Full Stack Development,Bengaluru,15k-30k,27,2026-05-28,14.5,3,N,,0
LD16191,Instagram Ads,Python for Data Analysis,Chennai,15k-30k,44,2026-06-04,2.4,4,N,,0
LD16192,Referral,Full Stack Development,Delhi NCR,15k-30k,47,2025-12-25,1.1,0,N,,0
LD16193,Organic Search,Power BI & Tableau,Chennai,15k-30k,79,2026-04-29,31.2,5,N,,0
LD16194,Google Ads,Business Analytics,Bengaluru,30k-50k,68,2026-03-13,9.1,2,N,,0
LD16195,Google Ads,Data Science Bootcamp,Hyderabad,<15k,55,2026-01-10,14.5,2,N,,0
LD16196,Organic Search,Full Stack Development,Ahmedabad,50k+,20,2026-02-01,0.7,3,N,,0
LD16197,Referral,Python for Data Analysis,Hyderabad,30k-50k,63,2026-06-22,28.1,5,N,,0
LD16198,Google Ads,Python for Data Analysis,Pune,30k-50k,55,2026-03-29,19.9,0,N,,0
LD16199,Instagram Ads,Digital Marketing,Delhi NCR,30k-50k,84,2026-07-18,0.9,3,N,,0
LD16200,LinkedIn,Full Stack Development,Delhi NCR,30k-50k,44,2025-11-08,0.0,1,N,,0
LD16201,Referral,Digital Marketing,Bengaluru,50k+,67,2026-02-25,3.0,6,Y,2026-03-02,66765
LD16202,Instagram Ads,Power BI & Tableau,Chennai,15k-30k,34,2026-07-07,2.1,1,N,,0
LD16203,Walk-in,Full Stack Development,Ahmedabad,<15k,56,2026-02-12,5.3,2,N,,0
LD16204,LinkedIn,Power BI & Tableau,Ahmedabad,15k-30k,46,2026-01-24,1.9,2,N,,0
LD16205,Google Ads,Full Stack Development,Bengaluru,<15k,36,2026-02-10,0.4,4,N,,0
LD16206,Organic Search,Full Stack Development,Mumbai,30k-50k,65,2026-03-05,1.7,3,N,,0
LD16207,Organic Search,Full Stack Development,Pune,<15k,54,2025-11-08,12.7,1,N,,0
LD16208,LinkedIn,Power BI & Tableau,Delhi NCR,50k+,29,2026-03-31,23.5,3,N,,0
LD16209,Instagram Ads,Power BI & Tableau,Kolkata,50k+,93,2026-06-22,2.8,1,N,,0
LD16210,Instagram Ads,Power BI & Tableau,Bengaluru,15k-30k,75,2026-01-21,0.1,3,N,,0
LD16211,Instagram Ads,Digital Marketing,Ahmedabad,30k-50k,50,2026-05-11,9.3,5,N,,0
LD16212,Google Ads,Power BI & Tableau,Ahmedabad,15k-30k,69,2026-03-14,9.5,1,Y,2026-03-21,21546
LD16213,LinkedIn,Data Science Bootcamp,Ahmedabad,30k-50k,39,2025-12-06,11.2,4,N,,0
LD16214,Google Ads,Full Stack Development,Delhi NCR,15k-30k,85,2026-05-14,13.5,3,N,,0
LD16215,Organic Search,Python for Data Analysis,Bengaluru,15k-30k,74,2026-03-13,6.6,5,N,,0
LD16216,Organic Search,Data Science Bootcamp,Delhi NCR,50k+,72,2025-11-29,11.5,1,N,,0
LD16217,Referral,Business Analytics,Pune,30k-50k,55,2026-05-03,3.9,4,N,,0
LD16218,Referral,Business Analytics,Ahmedabad,15k-30k,49,2026-04-29,17.2,2,N,,0
LD16219,Organic Search,Business Analytics,Mumbai,15k-30k,27,2026-05-06,5.0,4,Y,2026-05-20,22439
LD16220,Instagram Ads,Power BI & Tableau,Pune,<15k,58,2026-04-05,39.2,4,N,,0
LD16221,Instagram Ads,Data Science Bootcamp,Bengaluru,50k+,100,2026-03-09,6.6,3,N,,0
LD16222,Organic Search,Python for Data Analysis,Mumbai,15k-30k,53,2026-06-21,25.8,6,N,,0
LD16223,Google Ads,Business Analytics,Mumbai,<15k,41,2026-03-18,7.5,4,N,,0
LD16224,Walk-in,Business Analytics,Hyderabad,15k-30k,31,2026-02-14,39.2,3,N,,0
LD16225,Google Ads,Data Science Bootcamp,Bengaluru,<15k,49,2026-03-15,59.8,2,N,,0
LD16226,Referral,Business Analytics,Pune,15k-30k,58,2026-07-23,10.3,2,Y,2026-07-31,23744
LD16227,Organic Search,Data Science Bootcamp,Hyderabad,<15k,80,2026-04-17,11.3,2,N,,0
LD16228,Referral,Full Stack Development,Ahmedabad,50k+,60,2026-02-04,9.9,3,N,,0
LD16229,Referral,Python for Data Analysis,Hyderabad,50k+,64,2026-07-24,23.6,4,N,,0
LD16230,LinkedIn,Data Science Bootcamp,Ahmedabad,<15k,71,2026-01-26,5.4,5,N,,0
LD16231,Referral,Full Stack Development,Hyderabad,50k+,62,2025-11-07,16.2,2,N,,0
LD16232,LinkedIn,Data Science Bootcamp,Delhi NCR,<15k,29,2025-11-12,25.5,2,N,,0
LD16233,Organic Search,Business Analytics,Kolkata,30k-50k,48,2026-06-16,6.1,3,N,,0
LD16234,Organic Search,Data Science Bootcamp,Bengaluru,30k-50k,39,2026-02-03,9.0,5,N,,0
LD16235,Instagram Ads,Full Stack Development,Delhi NCR,15k-30k,54,2026-05-21,58.8,0,N,,0
LD16236,Google Ads,Digital Marketing,Hyderabad,15k-30k,22,2025-11-07,12.4,5,N,,0
LD16237,Organic Search,Power BI & Tableau,Ahmedabad,<15k,57,2026-07-01,6.0,4,Y,2026-07-03,10949
LD16238,LinkedIn,Digital Marketing,Pune,50k+,40,2026-02-01,0.9,2,N,,0
LD16239,Google Ads,Business Analytics,Delhi NCR,30k-50k,25,2025-11-26,24.8,2,N,,0
LD16240,Google Ads,Python for Data Analysis,Hyderabad,30k-50k,9,2026-02-02,6.5,3,N,,0
LD16241,Google Ads,Data Science Bootcamp,Mumbai,<15k,62,2026-02-05,65.3,2,N,,0
LD16242,Google Ads,Full Stack Development,Ahmedabad,<15k,42,2026-02-03,19.4,4,N,,0
LD16243,Instagram Ads,Python for Data Analysis,Bengaluru,15k-30k,69,2026-04-29,11.0,2,N,,0
LD16244,Instagram Ads,Digital Marketing,Chennai,30k-50k,33,2026-01-06,8.8,3,N,,0
LD16245,Organic Search,Full Stack Development,Ahmedabad,50k+,38,2026-04-25,19.2,3,N,,0
LD16246,Google Ads,Data Science Bootcamp,Bengaluru,30k-50k,75,2026-04-10,14.2,3,N,,0
LD16247,LinkedIn,Full Stack Development,Kolkata,<15k,60,2026-07-06,13.5,0,N,,0
LD16248,Instagram Ads,Python for Data Analysis,Kolkata,50k+,50,2025-11-17,23.9,4,N,,0
LD16249,Instagram Ads,Digital Marketing,Hyderabad,<15k,46,2026-01-22,41.8,4,N,,0
LD16250,Google Ads,Data Science Bootcamp,Chennai,50k+,40,2026-01-31,28.4,2,N,,0
LD16251,Instagram Ads,Digital Marketing,Hyderabad,<15k,90,2025-11-05,14.4,5,N,,0
LD16252,Instagram Ads,Full Stack Development,Delhi NCR,15k-30k,82,2026-01-28,5.3,2,N,,0
LD16253,Google Ads,Data Science Bootcamp,Chennai,50k+,44,2026-03-05,1.2,3,N,,0
LD16254,Walk-in,Data Science Bootcamp,Delhi NCR,50k+,39,2026-06-23,16.8,2,Y,2026-07-05,64872
LD16255,Instagram Ads,Power BI & Tableau,Bengaluru,50k+,71,2026-04-04,6.1,5,N,,0
LD16256,Google Ads,Power BI & Tableau,Chennai,<15k,42,2026-07-04,36.0,4,N,,0
LD16257,Walk-in,Power BI & Tableau,Kolkata,15k-30k,33,2026-01-11,60.1,1,N,,0
LD16258,Google Ads,Python for Data Analysis,Delhi NCR,15k-30k,73,2026-05-08,22.8,2,Y,2026-05-19,21565
LD16259,Google Ads,Power BI & Tableau,Kolkata,15k-30k,34,2026-04-09,48.9,2,N,,0
LD16260,LinkedIn,Power BI & Tableau,Pune,50k+,86,2026-07-27,13.4,5,Y,2026-07-28,70964
LD16261,Google Ads,Python for Data Analysis,Bengaluru,50k+,73,2026-02-11,21.7,5,Y,2026-02-12,65767
LD16262,LinkedIn,Power BI & Tableau,Kolkata,15k-30k,62,2026-02-14,6.8,1,N,,0
LD16263,Organic Search,Power BI & Tableau,Ahmedabad,<15k,51,2026-04-05,8.1,2,N,,0
LD16264,Google Ads,Power BI & Tableau,Hyderabad,50k+,45,2026-06-08,53.0,5,N,,0
LD16265,Google Ads,Digital Marketing,Chennai,<15k,100,2025-11-27,3.4,4,N,,0
LD16266,Google Ads,Power BI & Tableau,Pune,50k+,76,2026-05-03,76.0,0,N,,0
LD16267,Instagram Ads,Digital Marketing,Hyderabad,50k+,34,2026-01-30,23.3,5,N,,0
LD16268,Organic Search,Power BI & Tableau,Kolkata,50k+,62,2026-03-17,6.1,1,N,,0
LD16269,Instagram Ads,Data Science Bootcamp,Pune,15k-30k,54,2026-05-27,19.0,7,N,,0
LD16270,Referral,Data Science Bootcamp,Pune,<15k,30,2026-01-31,14.2,1,Y,2026-02-16,10892
LD16271,Google Ads,Python for Data Analysis,Ahmedabad,30k-50k,26,2026-04-16,46.4,4,N,,0
LD16272,Google Ads,Full Stack Development,Kolkata,15k-30k,74,2026-02-07,1.3,3,Y,2026-02-09,22195
LD16273,Instagram Ads,Data Science Bootcamp,Hyderabad,30k-50k,43,2026-02-27,1.2,7,Y,2026-02-28,43687
LD16274,LinkedIn,Power BI & Tableau,Chennai,<15k,52,2026-03-15,10.4,1,N,,0
LD16275,Referral,Business Analytics,Ahmedabad,<15k,24,2026-06-19,28.7,1,N,,0
LD16276,LinkedIn,Digital Marketing,Chennai,30k-50k,41,2026-06-02,21.5,3,N,,0
LD16277,LinkedIn,Data Science Bootcamp,Ahmedabad,50k+,39,2026-06-17,30.6,5,N,,0
LD16278,Instagram Ads,Python for Data Analysis,Hyderabad,30k-50k,43,2026-03-26,4.6,1,N,,0
LD16279,Instagram Ads,Full Stack Development,Ahmedabad,15k-30k,55,2026-01-17,9.7,2,N,,0
LD16280,Organic Search,Digital Marketing,Pune,50k+,69,2025-11-12,6.0,5,Y,2025-11-16,60018
LD16281,Instagram Ads,Data Science Bootcamp,Pune,<15k,58,2026-07-29,8.2,4,N,,0
LD16282,Instagram Ads,Digital Marketing,Kolkata,<15k,50,2026-02-17,31.4,3,N,,0
LD16283,Walk-in,Business Analytics,Delhi NCR,50k+,49,2025-12-31,1.2,6,Y,2026-01-03,62797
LD16284,Referral,Business Analytics,Pune,15k-30k,81,2026-05-21,32.8,3,N,,0
LD16285,Instagram Ads,Power BI & Tableau,Chennai,50k+,34,2025-11-25,2.2,2,N,,0
LD16286,Walk-in,Power BI & Tableau,Ahmedabad,<15k,95,2026-06-18,18.0,3,N,,0
LD16287,Instagram Ads,Data Science Bootcamp,Chennai,30k-50k,48,2025-11-25,4.5,4,N,,0
LD16288,Referral,Digital Marketing,Hyderabad,15k-30k,54,2026-01-30,1.5,6,N,,0
LD16289,Referral,Power BI & Tableau,Delhi NCR,30k-50k,49,2025-11-18,37.2,1,N,,0
LD16290,LinkedIn,Digital Marketing,Bengaluru,50k+,32,2026-06-06,10.7,3,Y,2026-06-27,59561
LD16291,Organic Search,Digital Marketing,Pune,50k+,20,2026-03-09,43.0,1,N,,0
LD16292,Google Ads,Data Science Bootcamp,Pune,15k-30k,42,2025-12-27,76.6,2,N,,0
LD16293,Instagram Ads,Digital Marketing,Bengaluru,50k+,59,2026-06-05,20.1,0,N,,0
LD16294,Referral,Full Stack Development,Bengaluru,<15k,82,2026-04-26,13.8,2,N,,0
LD16295,Instagram Ads,Data Science Bootcamp,Mumbai,50k+,65,2026-01-21,29.5,3,N,,0
LD16296,Referral,Full Stack Development,Kolkata,30k-50k,44,2026-06-07,44.2,3,Y,2026-06-12,40490
LD16297,Referral,Digital Marketing,Ahmedabad,<15k,42,2026-02-26,21.4,2,N,,0
LD16298,Referral,Business Analytics,Pune,15k-30k,60,2026-03-27,13.4,5,N,,0
LD16299,Organic Search,Digital Marketing,Pune,50k+,85,2025-12-24,31.3,5,N,,0
LD16300,Instagram Ads,Power BI & Tableau,Chennai,15k-30k,75,2026-02-17,5.8,5,N,,0
LD16301,Google Ads,Full Stack Development,Bengaluru,30k-50k,60,2026-04-19,27.4,0,N,,0
LD16302,Google Ads,Data Science Bootcamp,Ahmedabad,<15k,75,2026-03-03,4.0,5,Y,2026-03-07,11144
LD16303,LinkedIn,Power BI & Tableau,Pune,15k-30k,36,2026-05-27,12.5,4,N,,0
LD16304,Referral,Full Stack Development,Ahmedabad,30k-50k,66,2025-12-19,21.8,2,N,,0
LD16305,Referral,Business Analytics,Pune,<15k,49,2025-11-05,12.8,2,N,,0
LD16306,Instagram Ads,Python for Data Analysis,Kolkata,<15k,53,2026-05-11,10.4,1,N,,0
LD16307,Organic Search,Power BI & Tableau,Bengaluru,30k-50k,52,2026-06-23,3.1,2,N,,0
LD16308,Instagram Ads,Python for Data Analysis,Bengaluru,<15k,58,2026-04-06,6.0,3,N,,0
LD16309,Referral,Digital Marketing,Hyderabad,<15k,48,2025-12-28,30.2,7,N,,0
LD16310,Walk-in,Data Science Bootcamp,Bengaluru,30k-50k,92,2026-07-20,5.0,1,Y,2026-08-08,40348
LD16311,Google Ads,Power BI & Tableau,Ahmedabad,15k-30k,29,2026-05-21,20.0,2,N,,0
LD16312,Google Ads,Data Science Bootcamp,Chennai,<15k,62,2026-03-07,35.6,0,N,,0
LD16313,Referral,Business Analytics,Hyderabad,50k+,32,2026-07-13,0.7,5,Y,2026-07-21,61901
LD16314,Google Ads,Full Stack Development,Chennai,<15k,34,2026-03-25,30.1,5,N,,0
LD16315,Instagram Ads,Business Analytics,Bengaluru,50k+,24,2026-04-16,19.9,4,N,,0
LD16316,Google Ads,Power BI & Tableau,Mumbai,15k-30k,14,2026-05-28,61.9,1,N,,0
LD16317,Google Ads,Data Science Bootcamp,Ahmedabad,<15k,80,2026-02-26,15.2,1,N,,0
LD16318,Instagram Ads,Data Science Bootcamp,Chennai,50k+,68,2026-04-03,7.3,1,N,,0
LD16319,Google Ads,Full Stack Development,Bengaluru,<15k,32,2026-04-20,60.6,1,N,,0
LD16320,Walk-in,Python for Data Analysis,Hyderabad,30k-50k,43,2026-03-22,1.7,2,N,,0
LD16321,Organic Search,Power BI & Tableau,Chennai,30k-50k,22,2026-02-07,23.7,4,Y,2026-02-17,40424
LD16322,Instagram Ads,Full Stack Development,Mumbai,30k-50k,30,2025-12-10,25.6,3,N,,0
LD16323,Walk-in,Full Stack Development,Ahmedabad,15k-30k,71,2025-12-11,23.3,3,N,,0
LD16324,Walk-in,Python for Data Analysis,Kolkata,15k-30k,61,2026-05-06,4.5,7,N,,0
LD16325,Referral,Digital Marketing,Delhi NCR,15k-30k,55,2026-01-20,1.1,0,N,,0
LD16326,Walk-in,Digital Marketing,Hyderabad,50k+,51,2026-02-26,7.5,1,N,,0
LD16327,LinkedIn,Python for Data Analysis,Pune,<15k,37,2026-01-25,7.9,3,N,,0
LD16328,Walk-in,Python for Data Analysis,Delhi NCR,15k-30k,29,2026-06-14,15.7,0,N,,0
LD16329,Walk-in,Power BI & Tableau,Mumbai,<15k,65,2025-11-17,43.4,3,N,,0
LD16330,Instagram Ads,Full Stack Development,Bengaluru,<15k,90,2025-12-25,8.2,5,N,,0
LD16331,Referral,Digital Marketing,Bengaluru,30k-50k,59,2026-02-20,3.6,4,N,,0
LD16332,Instagram Ads,Business Analytics,Kolkata,30k-50k,83,2026-06-12,45.4,3,N,,0
LD16333,Instagram Ads,Business Analytics,Hyderabad,15k-30k,78,2026-04-25,20.2,6,Y,2026-05-01,19941
LD16334,Google Ads,Python for Data Analysis,Mumbai,30k-50k,41,2026-01-09,1.8,5,N,,0
LD16335,Walk-in,Full Stack Development,Ahmedabad,30k-50k,37,2026-04-13,4.3,4,Y,2026-05-02,38188
LD16336,Referral,Digital Marketing,Chennai,15k-30k,80,2026-02-18,4.4,9,N,,0
LD16337,Organic Search,Business Analytics,Bengaluru,50k+,79,2025-12-01,41.6,3,N,,0
LD16338,Google Ads,Python for Data Analysis,Kolkata,30k-50k,32,2025-12-22,24.7,5,N,,0
LD16339,Organic Search,Data Science Bootcamp,Ahmedabad,50k+,51,2026-01-06,12.3,6,N,,0
LD16340,Google Ads,Business Analytics,Delhi NCR,15k-30k,43,2026-06-13,21.0,2,N,,0
LD16341,Google Ads,Digital Marketing,Delhi NCR,15k-30k,96,2026-03-06,29.6,5,N,,0
LD16342,LinkedIn,Business Analytics,Mumbai,30k-50k,49,2026-04-01,25.3,2,N,,0
LD16343,Organic Search,Python for Data Analysis,Kolkata,30k-50k,81,2026-02-27,18.6,3,N,,0
